"name","image_url","game_page_url","release_date","console","developer","publisher","l1","l2","l1_url","l2_url"
"Super Turrican","","https://www.zophar.net/music/nintendo-snes-spc/super-turrican","May1993","SNES","Factor 5","Seika","Download all files as MP3 (90 MB)","Download original music files (1 MB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-turrican/vcjyonrn/Super%20Turrican%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-turrican/Super%20Turrican%20%28EMU%29.zophar.zip"
"Super Turrican 2","","https://www.zophar.net/music/nintendo-snes-spc/super-turrican-2","Nov1995","SNES","Factor 5","Ocean","Download all files as MP3 (122 MB)","Download original music files (1 MB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-turrican-2/pvldkslw/Super%20Turrican%202%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-turrican-2/Super%20Turrican%202%20%28EMU%29.zophar.zip"
"Super Ultra Baseball 2","","https://www.zophar.net/music/nintendo-snes-spc/super-ultra-baseball-2","Jul 28th,1994","SNES","","Culture Brain","Download all files as MP3 (37 MB)","Download original music files (538 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-ultra-baseball-2/ztulwxqe/Super%20Ultra%20Baseball%202%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-ultra-baseball-2/Super%20Ultra%20Baseball%202%20%28EMU%29.zophar.zip"
"Super Uno","","https://www.zophar.net/music/nintendo-snes-spc/super-uno","Nov 12th,1993","SNES","","Tomy","Download all files as MP3 (29 MB)","Download original music files (256 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-uno/sjucixyk/Super%20Uno%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-uno/Super%20Uno%20%28EMU%29.zophar.zip"
"Super Valis 4","","https://www.zophar.net/music/nintendo-snes-spc/super-valis-4","Mar 27th,1992","SNES","Laser Soft","Laser Soft","Download all files as MP3 (52 MB)","Download original music files (500 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-valis-4/uousavuq/Super%20Valis%204%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-valis-4/Super%20Valis%204%20%28EMU%29.zophar.zip"
"Super Variable Geo","","https://www.zophar.net/music/nintendo-snes-spc/super-variable-geo","Jul 21st,1995","SNES","TGL","TGL","Download all files as MP3 (60 MB)","Download original music files (378 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-variable-geo/klnbjyac/Super%20Variable%20Geo%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-variable-geo/Super%20Variable%20Geo%20%28EMU%29.zophar.zip"
"Super Wagyan Land","","https://www.zophar.net/music/nintendo-snes-spc/super-wagyan-land","Dec 13th,1991","SNES","Nova","Namco","Download all files as MP3 (45 MB)","Download original music files (1 MB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-wagyan-land/elajhrnk/Super%20Wagyan%20Land%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-wagyan-land/Super%20Wagyan%20Land%20%28EMU%29.zophar.zip"
"Super Wagyan Land 2","","https://www.zophar.net/music/nintendo-snes-spc/super-wagyan-land-2","Mar 25th,1993","SNES","Nova","Namco","Download all files as MP3 (49 MB)","Download original music files (1 MB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-wagyan-land-2/bvkzvxby/Super%20Wagyan%20Land%202%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-wagyan-land-2/Super%20Wagyan%20Land%202%20%28EMU%29.zophar.zip"
"Super Widget","","https://www.zophar.net/music/nintendo-snes-spc/super-widget","Sep1993","SNES","","Atlus","Download all files as MP3 (48 MB)","Download original music files (316 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-widget/fforgaok/Super%20Widget%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-widget/Super%20Widget%20%28EMU%29.zophar.zip"
"Super Wild Card DX V1.122","","https://www.zophar.net/music/nintendo-snes-spc/super-wild-card-dx-v1122","","SNES","JSI","","Download all files as MP3 (7 MB)","Download original music files (66 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-wild-card-dx-v1122/nifuugja/Super%20Wild%20Card%20DX%20V1.122%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-wild-card-dx-v1122/Super%20Wild%20Card%20DX%20V1.122%20%28EMU%29.zophar.zip"
"Super Wrestle Angels","","https://www.zophar.net/music/nintendo-snes-spc/super-wrestle-angels","Dec 16th,1994","SNES","Great","Imagineer","Download all files as MP3 (108 MB)","Download original music files (749 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-wrestle-angels/fkruylko/Super%20Wrestle%20Angels%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-wrestle-angels/Super%20Wrestle%20Angels%20%28EMU%29.zophar.zip"
"Super Zugan - Hakotenjou kara no Shoutai","","https://www.zophar.net/music/nintendo-snes-spc/super-zugan-hakotenjou-kara-no-shoutai","Feb 11th,1994","SNES","","Electronic Arts Victor","Download all files as MP3 (41 MB)","Download original music files (977 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-zugan-hakotenjou-kara-no-shoutai/usnjefxo/Super%20Zugan%20-%20Hakotenjou%20kara%20no%20Shoutai%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-zugan-hakotenjou-kara-no-shoutai/Super%20Zugan%20-%20Hakotenjou%20kara%20no%20Shoutai%20%28EMU%29.zophar.zip"
"Super Zugan 2 - Tsukanpo Fighter","","https://www.zophar.net/music/nintendo-snes-spc/super-zugan-2-tsukanpo-fighter","Dec 30th,1994","SNES","","J-Wing","Download all files as MP3 (50 MB)","Download original music files (617 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-zugan-2-tsukanpo-fighter/itwlsctk/Super%20Zugan%202%20-%20Tsukanpo%20Fighter%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/super-zugan-2-tsukanpo-fighter/Super%20Zugan%202%20-%20Tsukanpo%20Fighter%20%28EMU%29.zophar.zip"
"Sutobasu Yarou Show - 3 on 3 Basketball","","https://www.zophar.net/music/nintendo-snes-spc/sutobasu-yarou-show-3-on-3-basketball","Feb 25th,1994","SNES","KID","B-AI","Download all files as MP3 (67 MB)","Download original music files (601 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/sutobasu-yarou-show-3-on-3-basketball/hgspnbfb/Sutobasu%20Yarou%20Show%20-%203%20on%203%20Basketball%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/sutobasu-yarou-show-3-on-3-basketball/Sutobasu%20Yarou%20Show%20-%203%20on%203%20Basketball%20%28EMU%29.zophar.zip"
"Sutte Hakkun","","https://www.zophar.net/music/nintendo-snes-spc/sutte-hakkun","Aug 1st,1998","SNES","Nintendo RD2","Nintendo","Download all files as MP3 (102 MB)","Download original music files (1 MB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/sutte-hakkun/mlcrgqrm/Sutte%20Hakkun%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/sutte-hakkun/Sutte%20Hakkun%20%28EMU%29.zophar.zip"
"Suzuka 8 Hours","","https://www.zophar.net/music/nintendo-snes-spc/suzuka-8-hours","Oct 15th,1993","SNES","","Namco","Download all files as MP3 (60 MB)","Download original music files (859 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/suzuka-8-hours/isrcqhpz/Suzuka%208%20Hours%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/suzuka-8-hours/Suzuka%208%20Hours%20%28EMU%29.zophar.zip"
"SWAT Kats - The Radical Squadron","","https://www.zophar.net/music/nintendo-snes-spc/swat-kats-the-radical-squadron","Aug1995","SNES","AIM","Hudson","Download all files as MP3 (48 MB)","Download original music files (753 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/swat-kats-the-radical-squadron/rjeealit/SWAT%20Kats%20-%20The%20Radical%20Squadron%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/swat-kats-the-radical-squadron/SWAT%20Kats%20-%20The%20Radical%20Squadron%20%28EMU%29.zophar.zip"
"Sword World SFC","","https://www.zophar.net/music/nintendo-snes-spc/sword-world-sfc","Aug 6th,1993","SNES","T&E","T&E","Download all files as MP3 (230 MB)","Download original music files (1 MB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/sword-world-sfc/zksrtppv/Sword%20World%20SFC%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/sword-world-sfc/Sword%20World%20SFC%20%28EMU%29.zophar.zip"
"Sword World SFC 2 - Inishie no Kyojin Densetsu","","https://www.zophar.net/music/nintendo-snes-spc/sword-world-sfc-2-inishie-no-kyojin-densetsu","Jul 15th,1994","SNES","T&E","T&E","Download all files as MP3 (201 MB)","Download original music files (1 MB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/sword-world-sfc-2-inishie-no-kyojin-densetsu/cwvtnuty/Sword%20World%20SFC%202%20-%20Inishie%20no%20Kyojin%20Densetsu%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/sword-world-sfc-2-inishie-no-kyojin-densetsu/Sword%20World%20SFC%202%20-%20Inishie%20no%20Kyojin%20Densetsu%20%28EMU%29.zophar.zip"
"Syndicate","","https://www.zophar.net/music/nintendo-snes-spc/syndicate","May 19th,1995","SNES","Bullfrog","Ocean","Download all files as MP3 (10 MB)","Download original music files (183 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/syndicate/ofxpiubd/Syndicate%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/syndicate/Syndicate%20%28EMU%29.zophar.zip"
"Syvalion","","https://www.zophar.net/music/nintendo-snes-spc/syvalion","Jul 24th,1992","SNES","Taito","Toshiba EMI","Download all files as MP3 (83 MB)","Download original music files (576 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/syvalion/ogumehxm/Syvalion%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/syvalion/Syvalion%20%28EMU%29.zophar.zip"
"T2 - The Arcade Game","https://fi.zophar.net/soundcovers/nintendo-snes-spc/thumbs_large/snes_t2thearcadegame.jpg","https://www.zophar.net/music/nintendo-snes-spc/t2-the-arcade-game","Feb 25th,1994","SNES","Probe","LJN","Download all files as MP3 (29 MB)","Download original music files (307 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/t2-the-arcade-game/usyitlqe/T2%20-%20The%20Arcade%20Game%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/t2-the-arcade-game/T2%20-%20The%20Arcade%20Game%20%28EMU%29.zophar.zip"
"Table Game Dai-Shuugo!! Shogi Mahjong Hanafuda","","https://www.zophar.net/music/nintendo-snes-spc/table-game-dai-shuugo-shogi-mahjong-hanafuda","Jul 26th,1996","SNES","","Varie","Download all files as MP3 (40 MB)","Download original music files (519 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/table-game-dai-shuugo-shogi-mahjong-hanafuda/jbavamrp/Table%20Game%20Dai-Shuugo%21%21%20Shogi%20Mahjong%20Hanafuda%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/table-game-dai-shuugo-shogi-mahjong-hanafuda/Table%20Game%20Dai-Shuugo%21%21%20Shogi%20Mahjong%20Hanafuda%20%28EMU%29.zophar.zip"
"Tactical Soccer","","https://www.zophar.net/music/nintendo-snes-spc/tactical-soccer","Apr 21st,1995","SNES","","Electronic Arts Victor","Download all files as MP3 (118 MB)","Download original music files (1023 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tactical-soccer/avsvzeee/Tactical%20Soccer%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tactical-soccer/Tactical%20Soccer%20%28EMU%29.zophar.zip"
"Tactics Ogre - Let Us Cling Together","","https://www.zophar.net/music/nintendo-snes-spc/tactics-ogre-let-us-cling-together","Oct 6th,1995","SNES","Quest","Quest","Download all files as MP3 (192 MB)","Download original music files (1 MB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tactics-ogre-let-us-cling-together/jxgeirew/Tactics%20Ogre%20-%20Let%20Us%20Cling%20Together%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tactics-ogre-let-us-cling-together/Tactics%20Ogre%20-%20Let%20Us%20Cling%20Together%20%28EMU%29.zophar.zip"
"Tadaima Yuusha Boshuuchuu Okawari","","https://www.zophar.net/music/nintendo-snes-spc/tadaima-yuusha-boshuuchuu-okawari","Nov 25th,1994","SNES","","Human","Download all files as MP3 (131 MB)","Download original music files (2 MB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tadaima-yuusha-boshuuchuu-okawari/xmzlnbju/Tadaima%20Yuusha%20Boshuuchuu%20Okawari%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tadaima-yuusha-boshuuchuu-okawari/Tadaima%20Yuusha%20Boshuuchuu%20Okawari%20%28EMU%29.zophar.zip"
"Taekwon-Do","https://fi.zophar.net/soundcovers/nintendo-snes-spc/thumbs_large/snes_taekwondo_jp.jpg","https://www.zophar.net/music/nintendo-snes-spc/taekwon-do","Jun 28th,1994","SNES","","Human","Download all files as MP3 (67 MB)","Download original music files (964 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/taekwon-do/djrypkfj/Taekwon-Do%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/taekwon-do/Taekwon-Do%20%28EMU%29.zophar.zip"
"Taikou Risshiden","","https://www.zophar.net/music/nintendo-snes-spc/taikou-risshiden","Apr 7th,1993","SNES","","Koei","Download all files as MP3 (91 MB)","Download original music files (1 MB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/taikou-risshiden/dxyqfqpg/Taikou%20Risshiden%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/taikou-risshiden/Taikou%20Risshiden%20%28EMU%29.zophar.zip"
"Taikyoku Igo - Idaten","","https://www.zophar.net/music/nintendo-snes-spc/taikyoku-igo-idaten","Dec 29th,1995","SNES","","Bullet-Proof Software","Download all files as MP3 (15 MB)","Download original music files (164 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/taikyoku-igo-idaten/skrguepf/Taikyoku%20Igo%20-%20Idaten%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/taikyoku-igo-idaten/Taikyoku%20Igo%20-%20Idaten%20%28EMU%29.zophar.zip"
"Tales of Phantasia","","https://www.zophar.net/music/nintendo-snes-spc/tales-of-phantasia","Dec 15th,1995","SNES","Wolfteam","Namco","Download all files as MP3 (389 MB)","Download original music files (2 MB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tales-of-phantasia/ptsjjytp/Tales%20of%20Phantasia%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tales-of-phantasia/Tales%20of%20Phantasia%20%28EMU%29.zophar.zip"
"Tamagocchi Town","","https://www.zophar.net/music/nintendo-snes-spc/tamagocchi-town","May 1st,1999","SNES","","Bandai","Download all files as MP3 (34 MB)","Download original music files (532 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tamagocchi-town/qzwxoavk/Tamagocchi%20Town%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tamagocchi-town/Tamagocchi%20Town%20%28EMU%29.zophar.zip"
"Tarot Mystery","","https://www.zophar.net/music/nintendo-snes-spc/tarot-mystery","Apr 28th,1995","SNES","Ukiyotei","Visit","Download all files as MP3 (14 MB)","Download original music files (166 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tarot-mystery/neuaakfh/Tarot%20Mystery%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tarot-mystery/Tarot%20Mystery%20%28EMU%29.zophar.zip"
"Taz-Mania","https://fi.zophar.net/soundcovers/nintendo-snes-spc/thumbs_large/snes_tazmania_2.jpg","https://www.zophar.net/music/nintendo-snes-spc/taz-mania","May1993","SNES","Visual Concepts","Sunsoft","Download all files as MP3 (49 MB)","Download original music files (698 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/taz-mania/qwfvdvfp/Taz-Mania%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/taz-mania/Taz-Mania%20%28EMU%29.zophar.zip"
"Tecmo Secret of the Stars","","https://www.zophar.net/music/nintendo-snes-spc/tecmo-secret-of-the-stars","Nov 5th,1993","SNES","","Tecmo","Download all files as MP3 (133 MB)","Download original music files (1 MB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tecmo-secret-of-the-stars/hapzqkmw/Tecmo%20Secret%20of%20the%20Stars%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tecmo-secret-of-the-stars/Tecmo%20Secret%20of%20the%20Stars%20%28EMU%29.zophar.zip"
"Tecmo Super Baseball","https://fi.zophar.net/soundcovers/nintendo-snes-spc/thumbs_large/snes_tecmosuperbaseball.jpg","https://www.zophar.net/music/nintendo-snes-spc/tecmo-super-baseball","Sep1994","SNES","Tecmo","Tecmo","Download all files as MP3 (39 MB)","Download original music files (864 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tecmo-super-baseball/kjdopyto/Tecmo%20Super%20Baseball%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tecmo-super-baseball/Tecmo%20Super%20Baseball%20%28EMU%29.zophar.zip"
"Tecmo Super Bowl","https://fi.zophar.net/soundcovers/nintendo-snes-spc/thumbs_large/snes_tecmosuperbowl.jpg","https://www.zophar.net/music/nintendo-snes-spc/tecmo-super-bowl","Nov 26th,1993","SNES","Tecmo","Tecmo","Download all files as MP3 (40 MB)","Download original music files (769 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tecmo-super-bowl/lsjjddhm/Tecmo%20Super%20Bowl%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tecmo-super-bowl/Tecmo%20Super%20Bowl%20%28EMU%29.zophar.zip"
"Tecmo Super NBA Basketball","https://fi.zophar.net/soundcovers/nintendo-snes-spc/thumbs_large/snes_tecmonbasuperbasketball.jpg","https://www.zophar.net/music/nintendo-snes-spc/tecmo-super-nba-basketball","Dec 25th,1992","SNES","Tecmo","Tecmo","Download all files as MP3 (50 MB)","Download original music files (476 KB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tecmo-super-nba-basketball/nibqehkf/Tecmo%20Super%20NBA%20Basketball%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/tecmo-super-nba-basketball/Tecmo%20Super%20NBA%20Basketball%20%28EMU%29.zophar.zip"
"Teenage Mutant Ninja Turtles - Tournament Fighters","https://fi.zophar.net/soundcovers/nintendo-snes-spc/thumbs_large/snes_tmnttournamentfighters_au.jpg","https://www.zophar.net/music/nintendo-snes-spc/teenage-mutant-ninja-turtles-tournament-fighters","Dec 3rd,1993","SNES","","Konami","Download all files as MP3 (85 MB)","Download original music files (1 MB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/teenage-mutant-ninja-turtles-tournament-fighters/mkqunglg/Teenage%20Mutant%20Ninja%20Turtles%20-%20Tournament%20Fighters%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/teenage-mutant-ninja-turtles-tournament-fighters/Teenage%20Mutant%20Ninja%20Turtles%20-%20Tournament%20Fighters%20%28EMU%29.zophar.zip"
"Teenage Mutant Ninja Turtles 4 - Turtles in Time","https://fi.zophar.net/soundcovers/nintendo-snes-spc/thumbs_large/snes_tmntivturtlesintime_eu.jpg","https://www.zophar.net/music/nintendo-snes-spc/teenage-mutant-ninja-turtles-4-turtles-in-time","Jul 24th,1992","SNES","Konami","Konami","Download all files as MP3 (66 MB)","Download original music files (2 MB)","https://fi.zophar.net/soundfiles/nintendo-snes-spc/teenage-mutant-ninja-turtles-4-turtles-in-time/zovqathr/Teenage%20Mutant%20Ninja%20Turtles%204%20-%20Turtles%20in%20Time%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-snes-spc/teenage-mutant-ninja-turtles-4-turtles-in-time/Teenage%20Mutant%20Ninja%20Turtles%204%20-%20Turtles%20in%20Time%20%28EMU%29.zophar.zip"
